"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001109511",1053.45225503354,-1.5172552799535,0.159132139270143,-9.53156366733168,1.54931732078771e-21,5.84430861183055e-20
"NM_001109513",534.810395177258,0.549003148125211,0.206127630689845,2.66338300859351,0.00773593067117872,0.0225732332443756
"NM_001109518",828.873758119034,-0.370964157885525,0.142793891421284,-2.59776929241093,0.0093831513353113,0.0264739795246747
"NM_001109521",714.519610928031,4.32334413016198,0.282890700790793,15.1387973794835,8.98415889574436e-52,2.00515196354394e-49
"NM_001109524",41.1146157447458,1.90076305091694,0.376075909301327,5.03764436129605,4.71296080032672e-07,3.68419912759659e-06
"NM_001109528",88.96371385951,-1.28245079593852,0.248689617889546,-5.13932105350337,2.75732935656282e-07,2.22434257506457e-06
"NM_001109531",79.1425936184572,-0.890527558433033,0.323161011606465,-2.74940225189294,0.00597040672907945,0.0181089941360782
"NM_001109533",843.414777487337,0.485060006000404,0.144483822754776,3.35740242869536,0.00078678507002647,0.00307958657478757
"NM_001109537",374.481845501253,0.881623492684624,0.148898172507003,5.91997258990497,3.21995279441223e-09,3.48790235455392e-08
"NM_001109548",160.604689330117,-0.789819773908038,0.252085777133083,-3.13140851939939,0.00173969976414501,0.00622283925652271
"NM_001109558",130.188000212956,1.26440592103124,0.322110526855834,3.92060467589168,8.83270587043027e-05,0.000440320046486364
"NM_001109564",90.9952925770105,-0.687230836182304,0.253449447518969,-2.70800034812751,0.00676899514055616,0.0201545983715337
"NM_001109569",436.107447339926,0.519999213564037,0.165683087218556,3.13828048387193,0.00169942172905637,0.00610818908091823
"NM_001109571",626.816938474878,0.37405699693026,0.142600386304418,2.62320135627722,0.00871077746637449,0.0249115213553844
"NM_001109577",66.0053283587566,-2.02379178237371,0.401959819588246,-5.00678907875902,5.5345516533155e-07,4.26251990380798e-06
"NM_001109584",633.973958193163,0.486711507194604,0.193821160509989,2.51094377617605,0.0120408872684138,0.0325907087687006
"NM_001109585",646.569451357292,0.831513240771015,0.253279007172633,3.28221367757956,0.0010299552506956,0.00391300948905966
"NM_001109598",726.394738248696,0.482933726845669,0.142463061778366,3.38986008596994,0.000699283038049263,0.00277974737908043
"NM_001109603",47.7184870833298,-0.993385651579658,0.343509733233561,-2.88500002044088,0.00391413636416276,0.0126035896811769
"NM_001109604",5212.76197637279,-1.36596397773085,0.166319559535686,-8.21249972532618,2.16630554876618e-16,5.16873749308064e-15
"NM_001109607",1985.40658663514,0.281574736629487,0.111945976849009,2.5152703329933,0.0118941143570235,0.0322341631942303
"NM_001109612",260.238391057818,1.53946258831702,0.261665073416815,5.88235329867415,4.04473797897074e-09,4.32879899787348e-08
"NM_001109615",116.767734119756,-0.671747325562664,0.25263363118419,-2.65690460179071,0.00788617557224214,0.0228906299369309
"NM_001109627",34.7572559693054,0.996846826304948,0.37974008952289,2.61958555816472,0.00880366857251645,0.0251101441473293
"NM_001109651",173.083589257518,1.04736335259737,0.273203160871463,3.8326395393097,0.000126775646220847,0.000611502700569084
"NM_001109655",858.838915732175,-2.00614532642933,0.217759949124434,-9.20545504094284,3.40226599976408e-20,1.14617847973184e-18
"NM_001109668",2625.181121033,0.527387548515617,0.14144627971187,3.72845863930392,0.0001926545202805,0.00088579737157296
"NM_001109669",242.089534328591,0.444516921878963,0.179358222155025,2.47837425578201,0.0131982623487969,0.0352086601446748
"NM_001109670",229.103289888386,0.700631614543122,0.194532313121465,3.60169081571916,0.000316154239360311,0.00137849424756492
"NM_001109678",8057.37400035305,-0.288204057927337,0.10422568840759,-2.76518376032729,0.00568907373947469,0.0173638310458668
"NM_001109900",254.362702912252,-0.497449445068724,0.196535652002427,-2.5308127697854,0.0113798575639082,0.031044668724764
"NM_001109904",1502.8678875578,-0.668143888184612,0.13072095272764,-5.11095051793908,3.20541940564193e-07,2.56457491356549e-06
"NM_001110055",129.603463423253,-1.00543188212614,0.409569927812857,-2.45552349587247,0.0140679556013758,0.0370932828839622
"NM_001110138",1777.72690778358,0.841317705531253,0.178586554246308,4.71094923760097,2.46565650960475e-06,1.68675467352463e-05
"NM_001110365",355.824113176224,0.872591507977313,0.178759216185266,4.88046260495018,1.05837281907814e-06,7.74477323140989e-06
"NM_001110492",593.789580075508,0.348901001563328,0.14958605246921,2.33261189098226,0.0196685242797194,0.0490591153919987
"NM_001110810",19.4367544573588,-1.2649932220095,0.436070558539926,-2.86097530310492,0.00422339950657828,0.0134738769845066
"NM_001110838",529.611691782268,-0.600582273302019,0.193376348917834,-3.10564948489702,0.0018986162763505,0.00672392600612988
"NM_001111064",2313.53307497605,-0.458856733709319,0.179439728960435,-2.55719808326965,0.0105519111894166,0.0291989127916623
"NM_001111269",562.795091261008,-1.40546127128763,0.333040331997618,-4.21958528942343,2.44752119399777e-05,0.000139025860215372
"NM_001113344",4085.63094387595,-0.546254415301146,0.159414664941135,-3.42664579363046,0.000611085616952814,0.00246481935783716
"NM_001113422",30.9183664494973,1.94493850241333,0.442822134361399,4.36398442339358,1.27714675000021e-05,7.64361627528057e-05
"NM_001113747",497.894160476242,0.815519231059413,0.144509648234279,5.64294465940007,1.67166091200493e-08,1.65360141738771e-07
"NM_001113748",898.557169977969,-0.492888380611291,0.131465183541795,-3.74899162216467,0.000177547015800432,0.000821624699900661
"NM_001113754",10108.5290552624,-0.957743536584265,0.159146741746461,-6.01790208355481,1.76692013152526e-09,2.00731870297244e-08
"NM_001113780",431.17911303879,0.541732243529946,0.162381637890688,3.3360631208803,0.000849738681727204,0.00329391632991273
"NM_001113782",266.910342280559,-1.75727736747264,0.470815600353999,-3.95014664203546,7.81033265559607e-05,0.000396174686266102
"NM_001113783",155.605411289614,0.53947306034868,0.199817752915914,2.69969628065802,0.00694028028108878,0.0205845023951562
"NM_001113791",58.436539408801,-1.06721664517848,0.317335995527372,-3.35019183607777,0.000807556109138402,0.00315167526309643
"NM_001114401",119.325930311714,-1.08469931352936,0.319847976500732,-3.38952485241729,0.000700138621742894,0.00278183261743307
"NM_001114402",32.6749522161365,-1.16027222486732,0.44097446008896,-2.62911826038198,0.00856065848100217,0.0245806310123228
"NM_001114656",155.105189436237,0.769008399143781,0.24413972431593,3.14877562360903,0.00163956028391686,0.0059179950544479
"NM_001115023",790.4538137107,0.524298729441839,0.128286069075218,4.08678416676074,4.37393671271285e-05,0.00023487711279846
"NM_001115024",4643.45307653005,-0.627637914624128,0.106069394383026,-5.91718134512012,3.27505537373776e-09,3.54400689079319e-08
"NM_001115025",1550.77991732776,0.826501454543943,0.11384594077232,7.25956893389679,3.88325854903677e-13,6.92202143691031e-12
"NM_001115027",728.798101486461,0.537082616978884,0.135062310688799,3.97657180718688,6.99158934926275e-05,0.000358892653084101
"NM_001115030",3818.93867728267,-0.66060812279093,0.110075236809749,-6.0013458333397,1.95688689648486e-09,2.21140604662893e-08
"NM_001115033",77.4853865204409,-1.41548746092936,0.340665031359571,-4.14249087305731,3.43554044503473e-05,0.000188937088232326
"NM_001115035",1446.37065276162,0.488117293292547,0.150491892634226,3.2434222172585,0.00118103052952214,0.00441773046884452
"NM_001115039",740.847850653401,0.640572723079064,0.12157529190589,5.26886123725835,1.37272682061194e-07,1.16993018529958e-06
"NM_001115046",540.02344102933,0.5226462791485,0.13529590755155,3.86280669924007,0.000112091702537043,0.000547328354274997
"NM_001122644",7.03966058941161,-1.21731284131546,0.46911255034919,-2.51422479486367,0.0119294367887978,0.0323135414205793
"NM_001126081",397.333161972705,-2.89398499103042,0.23699778575617,-12.1468631856475,5.96090228761936e-34,5.3663148073333e-32
"NM_001126082",532.757011524347,-0.44165992378992,0.166520890392433,-2.6522120212217,0.00799663101632936,0.023184819506884
"NM_001126083",163.907055131119,-1.26877753313324,0.236819187153018,-5.34843914648156,8.87159945611141e-08,7.85684855647776e-07
"NM_001126089",615.434598038123,0.729499813812142,0.174543947226866,4.17898635802789,2.92811247277355e-05,0.000163806104025185
"NM_001126092",738.318196421528,0.48141017506801,0.143604261125368,3.35228828624517,0.000801465145244531,0.00313246847902395
"NM_001126096",554.155430116202,0.569651922144235,0.14464904997263,3.93793630848658,8.2185401285286e-05,0.000413163868591867
"NM_001126266",154.615689199145,0.665924578957137,0.246411872402964,2.70258842042346,0.0068801882190763,0.0204458963636517
"NM_001126272",254.096714870139,-0.814237462016139,0.214671708218215,-3.79176073205343,0.000149582994299106,0.000707185621326709
"NM_001126278",4121.14009573685,-0.922312979424958,0.168346246752251,-5.47859218913414,4.28723199730641e-08,4.01829539695044e-07
"NM_001126283",562.656594020475,0.400200712499725,0.138591982416446,2.88754952813045,0.00388255474898914,0.0125131796106861
"NM_001126287",203.100569292738,-0.489421957289213,0.20767298824136,-2.35561244801273,0.0184921992180273,0.046525817337418
"NM_001126288",340.691868070473,-1.02604116280995,0.324171203865612,-3.16331508691117,0.00155983408362075,0.00566073934208301
"NM_001126291",70.4157550457973,-0.916023494207404,0.337756716179537,-2.71196603118215,0.00668854466773817,0.019942329883349
"NM_001126294",27.2300888198466,-1.36876224211485,0.411108518994293,-3.2989382905618,0.000970512434665754,0.00370927567341214
"NM_001126296",629.500583541585,-0.43209505782306,0.139955890476416,-3.08717387423349,0.00202069363592957,0.0071045917038771
"NM_001127301",5053.99913644586,-0.693685130861267,0.114534914919365,-6.05642460564645,1.39180327335013e-09,1.60672289519396e-08
"NM_001127302",266.769756376476,1.25775129620122,0.195806856422902,6.42101469665281,1.35368956888062e-10,1.785969994017e-09
"NM_001127303",191.259936994217,1.54066818673528,0.194936665302926,7.89347803302639,2.93879313130766e-15,6.39904284871931e-14
"NM_001127390",476.173420202933,0.386718594458713,0.149339696818858,2.58937377675094,0.00961506653941295,0.0270073958669982
"NM_001127446",1326.94866474993,-0.419843810301011,0.144578874651087,-2.903920234058,0.00368522036792001,0.0119563191403777
"NM_001127449",990.543383518351,0.804790739659428,0.243844327103758,3.30033593993869,0.000965691566670114,0.00369348580997391
"NM_001127450",225.654624275928,1.04009928457589,0.24114626784138,4.31097758661351,1.6253438145607e-05,9.56194853673188e-05
"NM_001127456",831.007216599774,0.423646882005341,0.139522866319123,3.0364143088448,0.00239410148497835,0.00823900070946775
"NM_001127488",640.027791512118,-0.422252584086033,0.157884286770319,-2.67445479054844,0.00748508676448886,0.0219391886478712
"NM_001127490",1004.21392775019,-0.476639962276923,0.177116980099937,-2.6911650800817,0.00712029520336569,0.0210136976621644
"NM_001127492",15.3974592908617,-1.66798448091724,0.450722402808412,-3.60217114118735,0.00031557048832209,0.00137651053698291
"NM_001127494",1174.9249205363,1.08558430483782,0.1543666826867,7.03190420949759,2.03733662067458e-12,3.37341378937971e-11
"NM_001127502",480.962720600035,0.826842492750532,0.234538328137806,3.52463607510129,0.000424064948588759,0.0017864757350497
"NM_001127524",1210.73974041898,2.87653217840837,0.255811985403768,11.2396432562096,2.60432631312768e-29,1.73292843431906e-27
"NM_001127527",897.653259243804,-0.51152363608712,0.145361226075549,-3.5188387908873,0.000433440001253733,0.0018202055794075
"NM_001127532",1469.40816682457,-0.53457949207682,0.162630405662214,-3.28702329356293,0.0010125245805419,0.00385198005374479
"NM_001127533",4395.02738419743,-0.745518669490677,0.164782955052417,-4.52412722518582,6.06452379349792e-06,3.85684565708223e-05
"NM_001127534",263.81694144395,0.869662765926327,0.166853846847905,5.2111060378984,1.87718114628466e-07,1.56499934787141e-06
"NM_001127541",116.154957266831,-0.791814692666769,0.261863747694646,-3.01926511204072,0.00253388692750488,0.00864507345680249
"NM_001127549",2753.53712769054,-0.50653642934595,0.149781734414393,-3.38176551458337,0.000720215935695501,0.0028513205170384
"NM_001127551",925.893170996157,-0.394145764854987,0.167005600546741,-2.35984498836259,0.0182825727248365,0.0461066858759825
"NM_001127554",188.905851738355,-1.16823845344966,0.238332418066474,-4.89637410457838,9.76211401756861e-07,7.18279721636075e-06
"NM_001127555",4396.71039763386,0.283403243475493,0.116305133505982,2.43672865878402,0.0148207958788788,0.0386879108797342
"NM_001127565",1189.4268631443,-0.504056451699036,0.164653312276567,-3.0612179167254,0.00220438593795193,0.00766490962456313
"NM_001127573",1842.73714058089,-0.393650867818078,0.132651217021342,-2.96748783034009,0.00300244168023641,0.010010942334383
"NM_001127575",46.537040444814,-0.837710771873011,0.325156606773911,-2.56977283557545,0.01017652219698,0.0282731022552507
"NM_001127578",4497.66586918685,0.527306300473643,0.155682076401998,3.38707603399334,0.000706418070697922,0.00280290992273587
"NM_001127580",75.8375329765358,-0.863063426653767,0.268277934446018,-3.21105181309535,0.00132250087323802,0.00488045189631379
"NM_001127581",585.881715088963,0.607271891625032,0.158963171564304,3.82037623554059,0.000133248256509195,0.000638126317381765
"NM_001127590",1698.24572907045,0.627398572044744,0.173904865533685,3.60787057716338,0.000308720412756464,0.00135047847360555
